日期,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
107/10/31,FB11 花椰菜 青梗 留梗柄,54.6,39.1,29.8,40.3,22766
107/11/01,FB11 花椰菜 青梗 留梗柄,46.9,28.8,22.5,31.1,32350
107/11/02,FB11 花椰菜 青梗 留梗柄,37.8,24.7,19.7,26.3,37827
107/11/03,FB11 花椰菜 青梗 留梗柄,41.3,30.9,22.9,31.4,32772
107/11/04,FB11 花椰菜 青梗 留梗柄,40.0,27.7,21.6,28.9,40901
107/11/06,FB11 花椰菜 青梗 留梗柄,41.1,26.8,19.6,28.3,47440
107/11/07,FB11 花椰菜 青梗 留梗柄,39.4,24.5,15.9,25.8,36124
107/11/08,FB11 花椰菜 青梗 留梗柄,38.6,24.2,16.4,25.6,27189
107/11/09,FB11 花椰菜 青梗 留梗柄,43.4,27.5,17.2,28.6,23196
107/11/10,FB11 花椰菜 青梗 留梗柄,49.1,28.9,18.1,30.8,21704
107/11/11,FB11 花椰菜 青梗 留梗柄,46.2,28.3,19.0,30.0,23965
107/11/13,FB11 花椰菜 青梗 留梗柄,45.4,29.6,20.0,30.8,31815
107/11/14,FB11 花椰菜 青梗 留梗柄,42.0,30.1,20.8,30.6,21123
107/11/15,FB11 花椰菜 青梗 留梗柄,42.7,30.8,20.5,31.1,19901
107/11/16,FB11 花椰菜 青梗 留梗柄,41.5,30.9,22.0,31.2,21173
107/11/17,FB11 花椰菜 青梗 留梗柄,44.3,32.1,20.9,32.3,23561
107/11/18,FB11 花椰菜 青梗 留梗柄,39.7,27.8,20.4,28.7,29903
107/11/20,FB11 花椰菜 青梗 留梗柄,34.6,25.7,17.0,25.7,40912
107/11/21,FB11 花椰菜 青梗 留梗柄,34.7,27.7,19.5,27.5,24426
107/11/22,FB11 花椰菜 青梗 留梗柄,30.5,24.1,17.8,24.1,29300
107/11/23,FB11 花椰菜 青梗 留梗柄,31.2,24.7,16.3,24.3,26298
107/11/24,FB11 花椰菜 青梗 留梗柄,33.9,27.5,18.9,27.1,25703
107/11/25,FB11 花椰菜 青梗 留梗柄,33.6,25.4,15.6,25.1,28163
107/11/27,FB11 花椰菜 青梗 留梗柄,31.8,23.7,14.8,23.5,43025
107/11/28,FB11 花椰菜 青梗 留梗柄,36.0,27.6,17.3,27.2,22071
107/11/29,FB11 花椰菜 青梗 留梗柄,35.0,28.0,18.3,27.5,22415
107/11/30,FB11 花椰菜 青梗 留梗柄,35.5,29.2,19.1,28.5,24046
107/12/01,FB11 花椰菜 青梗 留梗柄,38.5,32.0,21.0,31.1,22355
107/12/02,FB11 花椰菜 青梗 留梗柄,36.0,28.3,19.1,28.0,33505
107/12/04,FB11 花椰菜 青梗 留梗柄,30.3,24.2,16.1,23.8,49057
107/12/05,FB11 花椰菜 青梗 留梗柄,31.4,24.7,16.3,24.3,32118
107/12/06,FB11 花椰菜 青梗 留梗柄,30.2,24.5,16.7,24.1,29936
107/12/07,FB11 花椰菜 青梗 留梗柄,32.7,26.6,17.5,26.0,27620
107/12/08,FB11 花椰菜 青梗 留梗柄,31.4,25.5,16.1,24.8,30965
107/12/09,FB11 花椰菜 青梗 留梗柄,32.4,24.8,14.6,24.3,33456
107/12/11,FB11 花椰菜 青梗 留梗柄,31.5,23.4,13.8,23.1,48237
107/12/12,FB11 花椰菜 青梗 留梗柄,33.3,23.3,14.0,23.5,32523
107/12/13,FB11 花椰菜 青梗 留梗柄,33.7,25.1,14.7,24.7,29808
107/12/14,FB11 花椰菜 青梗 留梗柄,39.5,27.4,16.1,27.5,22329
107/12/15,FB11 花椰菜 青梗 留梗柄,43.4,32.6,18.9,32.0,20878
107/12/16,FB11 花椰菜 青梗 留梗柄,41.4,31.6,17.8,30.8,26348
107/12/18,FB11 花椰菜 青梗 留梗柄,42.0,32.3,18.2,31.4,32432
107/12/19,FB11 花椰菜 青梗 留梗柄,47.8,37.4,21.9,36.4,16622
107/12/20,FB11 花椰菜 青梗 留梗柄,45.2,34.5,19.9,33.7,19596
107/12/21,FB11 花椰菜 青梗 留梗柄,46.8,37.2,21.6,36.0,18677
107/12/22,FB11 花椰菜 青梗 留梗柄,48.8,38.8,22.1,37.5,19018
107/12/23,FB11 花椰菜 青梗 留梗柄,46.6,31.6,16.3,31.5,27004
107/12/25,FB11 花椰菜 青梗 留梗柄,43.4,31.2,17.2,30.8,32428
107/12/26,FB11 花椰菜 青梗 留梗柄,41.9,30.2,16.7,29.9,19729
107/12/27,FB11 花椰菜 青梗 留梗柄,40.2,27.4,15.2,27.5,21590
107/12/28,FB11 花椰菜 青梗 留梗柄,45.7,29.5,13.3,29.5,19898
107/12/29,FB11 花椰菜 青梗 留梗柄,47.1,32.2,15.5,31.8,20370
107/12/30,FB11 花椰菜 青梗 留梗柄,46.8,34.6,16.3,33.4,20356
108/01/01,FB11 花椰菜 青梗 留梗柄,43.0,32.4,15.2,31.1,29520
108/01/02,FB11 花椰菜 青梗 留梗柄,43.2,30.8,16.5,30.4,23461
108/01/03,FB11 花椰菜 青梗 留梗柄,40.9,28.8,15.4,28.5,23339
108/01/04,FB11 花椰菜 青梗 留梗柄,41.9,28.4,16.1,28.6,26092
108/01/05,FB11 花椰菜 青梗 留梗柄,42.7,27.7,11.8,27.6,30873
108/01/06,FB11 花椰菜 青梗 留梗柄,41.1,26.6,12.7,26.7,34370
108/01/08,FB11 花椰菜 青梗 留梗柄,43.6,25.9,13.7,27.0,46772
108/01/09,FB11 花椰菜 青梗 留梗柄,43.7,23.5,12.0,25.3,35561
108/01/10,FB11 花椰菜 青梗 留梗柄,41.4,21.6,11.4,23.5,34795
108/01/11,FB11 花椰菜 青梗 留梗柄,39.1,19.5,9.4,21.4,37879
108/01/12,FB11 花椰菜 青梗 留梗柄,38.1,19.8,9.6,21.5,37861
108/01/13,FB11 花椰菜 青梗 留梗柄,34.3,18.7,8.3,19.7,41032
108/01/15,FB11 花椰菜 青梗 留梗柄,34.3,20.3,9.2,20.9,40931
108/01/16,FB11 花椰菜 青梗 留梗柄,34.1,21.2,11.8,21.9,25957
108/01/17,FB11 花椰菜 青梗 留梗柄,31.3,19.8,9.6,20.0,22667
108/01/18,FB11 花椰菜 青梗 留梗柄,31.4,21.3,11.5,21.4,25478
108/01/19,FB11 花椰菜 青梗 留梗柄,41.2,30.8,18.2,30.4,17244
108/01/20,FB11 花椰菜 青梗 留梗柄,40.5,29.1,18.9,29.3,25338
108/01/22,FB11 花椰菜 青梗 留梗柄,35.9,26.2,17.5,26.4,42149
108/01/23,FB11 花椰菜 青梗 留梗柄,36.5,26.9,19.7,27.4,26711
108/01/24,FB11 花椰菜 青梗 留梗柄,34.8,24.5,16.9,25.1,25439
108/01/25,FB11 花椰菜 青梗 留梗柄,32.7,24.7,18.2,25.0,29004
108/01/26,FB11 花椰菜 青梗 留梗柄,35.0,24.1,16.5,24.7,35083
108/01/27,FB11 花椰菜 青梗 留梗柄,31.9,21.4,14.7,22.1,47045
108/01/29,FB11 花椰菜 青梗 留梗柄,30.9,20.6,13.6,21.3,55557
108/01/30,FB11 花椰菜 青梗 留梗柄,32.9,20.1,10.9,20.9,42767
108/01/31,FB11 花椰菜 青梗 留梗柄,36.4,19.6,9.5,20.9,41066
108/02/01,FB11 花椰菜 青梗 留梗柄,45.5,26.0,13.7,27.4,34436
108/02/02,FB11 花椰菜 青梗 留梗柄,64.4,35.2,20.1,38.0,39714
108/02/03,FB11 花椰菜 青梗 留梗柄,62.3,32.6,17.3,35.5,41024
108/02/04,FB11 花椰菜 青梗 留梗柄,41.9,19.3,9.1,21.8,28236
108/02/10,FB11 花椰菜 青梗 留梗柄,37.0,19.9,6.8,20.7,38218
108/02/11,FB11 花椰菜 青梗 留梗柄,39.4,26.3,16.0,26.8,25412
108/02/12,FB11 花椰菜 青梗 留梗柄,40.7,23.2,10.9,24.3,29502
108/02/14,FB11 花椰菜 青梗 留梗柄,43.2,24.3,13.0,25.8,33445
108/02/15,FB11 花椰菜 青梗 留梗柄,46.7,26.6,13.7,28.0,21984
108/02/16,FB11 花椰菜 青梗 留梗柄,56.8,31.6,14.6,33.2,19278
108/02/17,FB11 花椰菜 青梗 留梗柄,57.7,29.3,12.9,31.7,23672
108/02/18,FB11 花椰菜 青梗 留梗柄,59.4,29.0,18.2,32.9,18880
108/02/19,FB11 花椰菜 青梗 留梗柄,52.8,29.6,16.7,31.6,27389
108/02/22,FB11 花椰菜 青梗 留梗柄,40.6,21.4,9.9,22.9,47494
108/02/23,FB11 花椰菜 青梗 留梗柄,48.0,24.9,14.5,27.5,25502
108/02/24,FB11 花椰菜 青梗 留梗柄,47.1,23.8,13.9,26.5,25786
108/02/26,FB11 花椰菜 青梗 留梗柄,44.7,24.4,13.4,26.2,34289
108/02/27,FB11 花椰菜 青梗 留梗柄,38.0,22.5,13.0,23.7,27810
108/02/28,FB11 花椰菜 青梗 留梗柄,38.7,20.7,12.3,22.6,27515
108/03/01,FB11 花椰菜 青梗 留梗柄,36.6,20.6,12.1,22.1,31232
108/03/02,FB11 花椰菜 青梗 留梗柄,39.9,21.6,12.4,23.4,27336
108/03/03,FB11 花椰菜 青梗 留梗柄,31.9,17.6,8.5,18.6,39190
108/03/05,FB11 花椰菜 青梗 留梗柄,30.8,16.0,9.4,17.6,46473
108/03/06,FB11 花椰菜 青梗 留梗柄,32.6,17.1,8.8,18.6,29558
108/03/07,FB11 花椰菜 青梗 留梗柄,31.3,17.0,8.1,18.1,29359
108/03/08,FB11 花椰菜 青梗 留梗柄,33.6,16.6,7.0,18.1,27985
108/03/09,FB11 花椰菜 青梗 留梗柄,43.2,22.8,10.5,24.4,19382
108/03/10,FB11 花椰菜 青梗 留梗柄,40.2,21.2,9.6,22.7,26095
108/03/12,FB11 花椰菜 青梗 留梗柄,47.6,26.6,12.3,27.9,26846
108/03/13,FB11 花椰菜 青梗 留梗柄,56.6,35.1,19.3,36.3,14435
108/03/14,FB11 花椰菜 青梗 留梗柄,67.2,39.7,16.8,40.6,14233
108/03/15,FB11 花椰菜 青梗 留梗柄,57.4,38.3,17.4,37.9,17688
108/03/16,FB11 花椰菜 青梗 留梗柄,63.0,44.3,26.0,44.4,17959
108/03/17,FB11 花椰菜 青梗 留梗柄,57.9,40.0,21.8,39.9,19340
108/03/19,FB11 花椰菜 青梗 留梗柄,56.5,39.5,24.4,39.9,25650
108/03/20,FB11 花椰菜 青梗 留梗柄,55.2,41.5,27.0,41.4,17958
108/03/21,FB11 花椰菜 青梗 留梗柄,51.4,37.0,23.5,37.2,18316
108/03/22,FB11 花椰菜 青梗 留梗柄,54.7,39.5,26.3,39.9,16205
108/03/23,FB11 花椰菜 青梗 留梗柄,56.8,38.8,26.1,39.9,21233
108/03/24,FB11 花椰菜 青梗 留梗柄,52.6,36.7,26.0,37.7,22190
108/03/26,FB11 花椰菜 青梗 留梗柄,52.4,34.1,22.0,35.3,28538
108/03/27,FB11 花椰菜 青梗 留梗柄,48.6,33.2,23.4,34.3,22439
108/03/28,FB11 花椰菜 青梗 留梗柄,50.7,33.2,23.8,34.8,22039
108/03/29,FB11 花椰菜 青梗 留梗柄,47.6,32.1,21.8,33.1,26133
108/03/30,FB11 花椰菜 青梗 留梗柄,44.5,30.6,20.9,31.5,26572
108/03/31,FB11 花椰菜 青梗 留梗柄,39.6,26.2,18.6,27.4,36541
108/04/02,FB11 花椰菜 青梗 留梗柄,39.8,24.4,16.0,25.8,41352
108/04/03,FB11 花椰菜 青梗 留梗柄,41.2,25.2,15.3,26.4,28161
108/04/04,FB11 花椰菜 青梗 留梗柄,48.9,31.1,18.2,32.1,32636
108/04/07,FB11 花椰菜 青梗 留梗柄,33.8,22.4,14.3,23.1,57192
108/04/09,FB11 花椰菜 青梗 留梗柄,35.4,23.5,15.6,24.3,38626
108/04/10,FB11 花椰菜 青梗 留梗柄,34.3,25.3,16.9,25.4,22953
108/04/11,FB11 花椰菜 青梗 留梗柄,32.4,24.5,14.9,24.1,21018
108/04/12,FB11 花椰菜 青梗 留梗柄,33.9,25.4,18.9,25.8,16998
108/04/13,FB11 花椰菜 青梗 留梗柄,45.6,32.0,20.1,32.4,16035
108/04/14,FB11 花椰菜 青梗 留梗柄,43.2,30.2,19.3,30.6,21403
108/04/16,FB11 花椰菜 青梗 留梗柄,36.4,26.1,17.6,26.5,29696
108/04/17,FB11 花椰菜 青梗 留梗柄,32.4,25.2,16.3,24.8,22042
108/04/18,FB11 花椰菜 青梗 留梗柄,34.2,23.6,16.4,24.3,21680
108/04/19,FB11 花椰菜 青梗 留梗柄,45.9,29.5,18.5,30.6,16028
108/04/20,FB11 花椰菜 青梗 留梗柄,51.1,30.6,17.8,32.2,15890
108/04/21,FB11 花椰菜 青梗 留梗柄,47.0,28.0,16.7,29.5,18645
108/04/23,FB11 花椰菜 青梗 留梗柄,55.7,30.0,15.2,32.2,16184
108/04/24,FB11 花椰菜 青梗 留梗柄,66.4,40.5,21.5,41.8,10949
108/04/25,FB11 花椰菜 青梗 留梗柄,69.2,44.0,25.6,45.4,7030
108/04/26,FB11 花椰菜 青梗 留梗柄,69.2,41.7,21.8,43.2,7934
108/04/27,FB11 花椰菜 青梗 留梗柄,67.2,41.6,23.8,43.2,9161
108/04/28,FB11 花椰菜 青梗 留梗柄,66.6,39.4,17.1,40.4,10071
108/04/30,FB11 花椰菜 青梗 留梗柄,67.4,37.4,22.3,40.4,11870
108/05/01,FB11 花椰菜 青梗 留梗柄,76.8,39.0,23.4,43.4,7248
108/05/02,FB11 花椰菜 青梗 留梗柄,83.0,45.7,22.4,48.5,6399
108/05/03,FB11 花椰菜 青梗 留梗柄,81.4,43.8,24.9,47.5,6692
108/05/04,FB11 花椰菜 青梗 留梗柄,80.3,44.0,23.9,47.3,7986
108/05/05,FB11 花椰菜 青梗 留梗柄,85.2,45.5,25.4,49.5,7874
108/05/07,FB11 花椰菜 青梗 留梗柄,74.9,41.9,23.1,44.7,11846
108/05/08,FB11 花椰菜 青梗 留梗柄,69.0,39.7,19.4,41.5,8252
108/05/09,FB11 花椰菜 青梗 留梗柄,68.9,34.2,19.1,38.1,7554
108/05/10,FB11 花椰菜 青梗 留梗柄,71.1,37.7,18.9,40.6,6449
108/05/11,FB11 花椰菜 青梗 留梗柄,93.5,44.7,20.2,49.6,5760
108/05/12,FB11 花椰菜 青梗 留梗柄,82.0,44.7,20.8,47.4,7204
108/05/14,FB11 花椰菜 青梗 留梗柄,86.2,44.6,20.9,48.2,7269
108/05/15,FB11 花椰菜 青梗 留梗柄,101.2,59.8,23.2,60.8,4846
108/05/17,FB11 花椰菜 青梗 留梗柄,92.1,63.1,29.2,62.1,7577
108/05/18,FB11 花椰菜 青梗 留梗柄,98.0,57.2,17.4,57.4,4117
108/05/19,FB11 花椰菜 青梗 留梗柄,72.0,43.6,23.1,45.2,7674
108/05/21,FB11 花椰菜 青梗 留梗柄,64.5,37.5,19.5,39.3,11812
108/05/22,FB11 花椰菜 青梗 留梗柄,72.3,40.5,21.8,43.1,6339
108/05/23,FB11 花椰菜 青梗 留梗柄,64.5,38.9,22.3,40.7,5759
108/05/24,FB11 花椰菜 青梗 留梗柄,73.5,37.0,18.3,40.5,6011
108/05/25,FB11 花椰菜 青梗 留梗柄,72.0,37.9,20.7,41.3,6541
108/05/26,FB11 花椰菜 青梗 留梗柄,68.0,33.2,15.0,36.5,8847
108/05/28,FB11 花椰菜 青梗 留梗柄,78.7,42.3,16.1,44.3,7569
108/05/29,FB11 花椰菜 青梗 留梗柄,84.8,42.6,11.7,44.9,4653
108/05/30,FB11 花椰菜 青梗 留梗柄,88.4,52.8,20.7,53.5,3723
108/05/31,FB11 花椰菜 青梗 留梗柄,89.1,58.8,13.7,55.8,3446
108/06/01,FB11 花椰菜 青梗 留梗柄,95.0,71.3,37.2,69.2,5301
108/06/02,FB11 花椰菜 青梗 留梗柄,72.9,46.5,25.6,47.6,8177
108/06/04,FB11 花椰菜 青梗 留梗柄,47.2,32.3,19.7,32.7,13081
108/06/05,FB11 花椰菜 青梗 留梗柄,47.5,30.9,15.2,31.0,10558
108/06/06,FB11 花椰菜 青梗 留梗柄,55.2,34.2,17.2,35.0,12143
108/06/07,FB11 花椰菜 青梗 留梗柄,56.9,30.6,14.8,32.7,13587
108/06/08,FB11 花椰菜 青梗 留梗柄,33.8,20.8,10.9,21.4,10804
108/06/11,FB11 花椰菜 青梗 留梗柄,47.8,18.6,9.5,22.6,17483
108/06/12,FB11 花椰菜 青梗 留梗柄,53.0,20.5,7.1,24.3,10291
108/06/13,FB11 花椰菜 青梗 留梗柄,53.4,16.0,3.1,20.9,8178
108/06/14,FB11 花椰菜 青梗 留梗柄,57.8,17.6,4.5,23.0,5371
108/06/15,FB11 花椰菜 青梗 留梗柄,94.7,35.7,6.9,41.7,3619
108/06/16,FB11 花椰菜 青梗 留梗柄,100.1,40.5,14.1,47.2,3786
108/06/18,FB11 花椰菜 青梗 留梗柄,117.2,46.2,16.3,54.4,3921
108/06/19,FB11 花椰菜 青梗 留梗柄,93.1,49.7,10.8,50.6,2716
108/06/20,FB11 花椰菜 青梗 留梗柄,95.6,48.7,22.0,52.7,3171
108/06/21,FB11 花椰菜 青梗 留梗柄,94.5,60.7,33.3,62.0,2047
108/06/22,FB11 花椰菜 青梗 留梗柄,97.9,56.8,25.9,58.9,3679
108/06/23,FB11 花椰菜 青梗 留梗柄,90.8,54.3,28.9,56.5,4031
108/06/25,FB11 花椰菜 青梗 留梗柄,99.9,56.4,29.2,59.7,4552
108/06/26,FB11 花椰菜 青梗 留梗柄,88.6,43.7,24.8,48.9,5036
108/06/27,FB11 花椰菜 青梗 留梗柄,79.9,46.1,25.1,48.6,3962
108/06/28,FB11 花椰菜 青梗 留梗柄,80.1,44.2,25.8,47.7,4760
108/06/29,FB11 花椰菜 青梗 留梗柄,87.5,46.2,21.3,49.5,4196
108/06/30,FB11 花椰菜 青梗 留梗柄,82.9,35.1,18.1,41.3,5218
108/07/02,FB11 花椰菜 青梗 留梗柄,99.5,43.3,14.3,48.7,5347
108/07/03,FB11 花椰菜 青梗 留梗柄,105.3,44.9,12.2,50.4,3075
108/07/04,FB11 花椰菜 青梗 留梗柄,88.9,46.9,17.8,49.5,3527
108/07/05,FB11 花椰菜 青梗 留梗柄,105.4,54.5,25.0,58.8,2840
108/07/06,FB11 花椰菜 青梗 留梗柄,97.4,55.6,32.3,59.3,4012
108/07/07,FB11 花椰菜 青梗 留梗柄,94.5,52.0,26.2,55.4,3779
108/07/09,FB11 花椰菜 青梗 留梗柄,97.1,54.0,29.2,57.6,3985
108/07/10,FB11 花椰菜 青梗 留梗柄,115.7,61.9,30.6,66.4,1841
108/07/11,FB11 花椰菜 青梗 留梗柄,92.7,48.4,25.7,52.7,3495
108/07/12,FB11 花椰菜 青梗 留梗柄,98.8,51.2,22.5,55.0,2621
108/07/13,FB11 花椰菜 青梗 留梗柄,94.0,49.3,14.5,51.3,4233
108/07/14,FB11 花椰菜 青梗 留梗柄,105.3,46.1,14.3,51.6,3147
108/07/16,FB11 花椰菜 青梗 留梗柄,109.1,62.4,20.2,63.3,4067
108/07/17,FB11 花椰菜 青梗 留梗柄,95.0,61.1,24.1,60.5,4318
108/07/18,FB11 花椰菜 青梗 留梗柄,88.4,51.8,27.3,54.2,4612
108/07/19,FB11 花椰菜 青梗 留梗柄,85.8,51.6,30.5,54.2,3394
108/07/20,FB11 花椰菜 青梗 留梗柄,97.5,54.0,23.0,56.5,3956
108/07/21,FB11 花椰菜 青梗 留梗柄,84.9,50.4,29.9,53.2,4063
108/07/23,FB11 花椰菜 青梗 留梗柄,79.5,43.2,25.2,46.9,6347
108/07/24,FB11 花椰菜 青梗 留梗柄,84.0,44.4,24.4,48.3,3860
108/07/25,FB11 花椰菜 青梗 留梗柄,77.1,41.8,23.9,45.3,3797
108/07/26,FB11 花椰菜 青梗 留梗柄,100.9,52.3,21.3,55.8,2771
108/07/27,FB11 花椰菜 青梗 留梗柄,96.9,58.6,30.9,60.7,4007
108/07/28,FB11 花椰菜 青梗 留梗柄,84.6,50.2,21.7,51.4,4945
108/07/30,FB11 花椰菜 青梗 留梗柄,74.8,45.6,27.1,47.8,7973
108/07/31,FB11 花椰菜 青梗 留梗柄,74.8,50.9,30.5,51.6,4436
108/08/01,FB11 花椰菜 青梗 留梗柄,84.8,46.0,27.3,50.0,4175
108/08/02,FB11 花椰菜 青梗 留梗柄,85.1,52.0,31.3,54.5,3233
108/08/03,FB11 花椰菜 青梗 留梗柄,80.6,56.0,26.9,55.1,4417
108/08/04,FB11 花椰菜 青梗 留梗柄,78.6,48.0,27.9,50.1,5583
108/08/06,FB11 花椰菜 青梗 留梗柄,83.2,54.2,27.6,54.7,6159
108/08/07,FB11 花椰菜 青梗 留梗柄,100.9,59.8,29.8,62.0,3545
108/08/08,FB11 花椰菜 青梗 留梗柄,95.4,54.1,29.3,57.4,4196
108/08/09,FB11 花椰菜 青梗 留梗柄,87.3,47.1,28.8,51.5,3311
108/08/10,FB11 花椰菜 青梗 留梗柄,102.3,55.4,24.0,58.5,3660
108/08/11,FB11 花椰菜 青梗 留梗柄,78.1,39.7,16.2,42.7,6260
108/08/13,FB11 花椰菜 青梗 留梗柄,88.5,42.4,13.8,45.9,6602
108/08/14,FB11 花椰菜 青梗 留梗柄,87.5,33.4,9.4,39.4,5411
108/08/15,FB11 花椰菜 青梗 留梗柄,94.7,36.8,7.8,42.6,7058
108/08/18,FB11 花椰菜 青梗 留梗柄,65.0,22.0,3.0,26.8,8109
108/08/20,FB11 花椰菜 青梗 留梗柄,93.0,22.4,3.8,32.8,3801
108/08/21,FB11 花椰菜 青梗 留梗柄,136.5,72.7,20.2,75.0,1401
108/08/22,FB11 花椰菜 青梗 留梗柄,142.3,69.6,26.1,75.4,1297
108/08/23,FB11 花椰菜 青梗 留梗柄,183.1,78.5,33.7,90.4,814
108/08/24,FB11 花椰菜 青梗 留梗柄,145.5,63.8,20.0,71.4,1897
108/08/25,FB11 花椰菜 青梗 留梗柄,182.9,58.7,24.1,76.6,1865
108/08/27,FB11 花椰菜 青梗 留梗柄,131.3,65.9,16.5,69.1,2731
108/08/28,FB11 花椰菜 青梗 留梗柄,121.9,62.1,22.8,66.2,1740
108/08/29,FB11 花椰菜 青梗 留梗柄,119.8,60.5,21.0,64.5,2217
108/08/30,FB11 花椰菜 青梗 留梗柄,145.0,58.9,20.7,68.5,1599
108/08/31,FB11 花椰菜 青梗 留梗柄,141.5,74.6,24.3,77.9,2188
108/09/01,FB11 花椰菜 青梗 留梗柄,131.6,63.1,23.8,69.0,2546
108/09/03,FB11 花椰菜 青梗 留梗柄,143.4,64.9,29.9,73.6,3038
108/09/04,FB11 花椰菜 青梗 留梗柄,166.1,97.4,35.4,98.7,1146
108/09/05,FB11 花椰菜 青梗 留梗柄,144.2,75.6,34.3,81.1,1973
108/09/06,FB11 花椰菜 青梗 留梗柄,163.1,83.5,34.8,89.7,1201
108/09/07,FB11 花椰菜 青梗 留梗柄,133.3,77.3,36.0,80.2,2514
108/09/08,FB11 花椰菜 青梗 留梗柄,131.1,61.9,30.4,69.4,2407
108/09/10,FB11 花椰菜 青梗 留梗柄,120.2,70.4,27.2,71.7,3888
108/09/11,FB11 花椰菜 青梗 留梗柄,124.1,58.0,19.8,63.6,2328
108/09/12,FB11 花椰菜 青梗 留梗柄,130.7,62.0,30.4,69.4,2743
108/09/13,FB11 花椰菜 青梗 留梗柄,146.2,81.2,27.1,83.4,3089
108/09/14,FB11 花椰菜 青梗 留梗柄,73.2,41.6,19.1,43.4,2874
108/09/17,FB11 花椰菜 青梗 留梗柄,88.3,47.6,20.9,50.4,5736
108/09/18,FB11 花椰菜 青梗 留梗柄,93.9,51.7,22.4,54.3,3471
108/09/19,FB11 花椰菜 青梗 留梗柄,93.4,51.2,25.2,54.5,3618
108/09/20,FB11 花椰菜 青梗 留梗柄,86.5,49.8,19.9,51.2,4639
108/09/21,FB11 花椰菜 青梗 留梗柄,84.0,46.8,23.5,49.6,5532
108/09/22,FB11 花椰菜 青梗 留梗柄,76.8,42.3,24.0,45.5,7348
108/09/24,FB11 花椰菜 青梗 留梗柄,67.1,41.2,20.5,42.2,10927
108/09/25,FB11 花椰菜 青梗 留梗柄,76.0,49.4,29.1,50.7,6990
108/09/26,FB11 花椰菜 青梗 留梗柄,73.7,51.6,26.7,51.0,6834
108/09/27,FB11 花椰菜 青梗 留梗柄,72.8,49.1,28.6,49.7,8343
108/09/28,FB11 花椰菜 青梗 留梗柄,72.4,49.0,27.7,49.4,9022
108/09/29,FB11 花椰菜 青梗 留梗柄,64.9,45.6,26.5,45.6,9343
108/10/01,FB11 花椰菜 青梗 留梗柄,67.8,47.3,24.2,46.8,11005
108/10/02,FB11 花椰菜 青梗 留梗柄,70.5,51.2,32.3,51.3,7191
108/10/03,FB11 花椰菜 青梗 留梗柄,81.2,59.0,36.7,59.0,5436
108/10/04,FB11 花椰菜 青梗 留梗柄,77.8,58.2,31.1,56.7,6613
108/10/05,FB11 花椰菜 青梗 留梗柄,87.6,63.8,36.6,63.1,6057
108/10/06,FB11 花椰菜 青梗 留梗柄,82.0,59.0,35.5,58.9,10209
108/10/08,FB11 花椰菜 青梗 留梗柄,71.4,52.6,30.8,52.0,14656
108/10/09,FB11 花椰菜 青梗 留梗柄,64.0,46.5,28.9,46.4,10810
108/10/10,FB11 花椰菜 青梗 留梗柄,59.9,40.7,26.7,41.7,12309
108/10/11,FB11 花椰菜 青梗 留梗柄,63.9,41.7,27.5,43.3,10045
108/10/12,FB11 花椰菜 青梗 留梗柄,70.4,45.4,28.4,47.0,10652
108/10/13,FB11 花椰菜 青梗 留梗柄,63.8,41.2,24.1,42.3,12883
108/10/15,FB11 花椰菜 青梗 留梗柄,67.6,40.5,20.9,42.0,14536
108/10/16,FB11 花椰菜 青梗 留梗柄,71.5,46.3,23.2,46.7,10110
108/10/18,FB11 花椰菜 青梗 留梗柄,70.9,45.7,25.1,46.6,12815
108/10/19,FB11 花椰菜 青梗 留梗柄,82.9,58.0,31.3,57.6,7479
108/10/20,FB11 花椰菜 青梗 留梗柄,74.3,52.6,31.4,52.7,12241
108/10/22,FB11 花椰菜 青梗 留梗柄,60.2,43.0,27.7,43.4,21405
108/10/23,FB11 花椰菜 青梗 留梗柄,57.5,41.7,27.3,42.0,17234
108/10/24,FB11 花椰菜 青梗 留梗柄,54.2,36.6,23.7,37.5,18419
108/10/25,FB11 花椰菜 青梗 留梗柄,51.3,36.6,26.7,37.6,19057
108/10/26,FB11 花椰菜 青梗 留梗柄,47.3,33.1,23.1,33.9,25229
108/10/27,FB11 花椰菜 青梗 留梗柄,42.0,27.9,18.1,28.8,33385
108/10/29,FB11 花椰菜 青梗 留梗柄,38.2,24.1,16.6,25.4,43615
108/10/30,FB11 花椰菜 青梗 留梗柄,40.5,26.4,17.9,27.5,26370
108/10/31,FB11 花椰菜 青梗 留梗柄,42.3,27.1,17.4,28.2,22090
108/11/01,FB11 花椰菜 青梗 留梗柄,42.7,27.9,18.4,28.9,20943
108/11/02,FB11 花椰菜 青梗 留梗柄,47.2,29.5,17.8,30.7,22474
108/11/03,FB11 花椰菜 青梗 留梗柄,49.8,32.1,18.3,32.9,21025
108/11/05,FB11 花椰菜 青梗 留梗柄,54.0,36.2,20.1,36.6,23162
108/11/06,FB11 花椰菜 青梗 留梗柄,62.8,40.3,22.6,41.2,11898
108/11/07,FB11 花椰菜 青梗 留梗柄,64.3,41.7,23.1,42.5,11239
108/11/08,FB11 花椰菜 青梗 留梗柄,71.9,46.8,26.8,47.8,9301
108/11/09,FB11 花椰菜 青梗 留梗柄,73.8,49.6,27.2,49.9,11254
108/11/10,FB11 花椰菜 青梗 留梗柄,68.5,44.7,26.0,45.7,13752
